data,method,target_coverage,ATT,ci_l_ATT,ci_u_ATT,pv_rob_ATT,acc_hum,acc_ML,acc_system,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
cifar10h,OVA,0.7,0.1155866900175132,0.07632543323958532,0.154847946795441,7.917217087358834e-09,0.928042328042328,1.0,0.97,"[1055, 945]",167.0,138.0,-0.2914772778749466,1.0,2.0,0.001252926744035321,0.0024788364650957717,0.6132431332046893,-0.0036055034511169705,0.006111356939187612
cifar10h,OVA,0.8,0.1670886075949367,0.11515964665832526,0.21901756853154827,2.854990142823869e-10,0.9211195928753181,0.9983525535420099,0.97,"[1214, 786]",231.0,215.0,-0.0974873080849647,1.0,2.0,0.05547359826620735,0.03644692247519028,0.12799957819037808,-0.015961057132489048,0.12690825366490374
cifar10h,OVA,0.9,0.25380710659898476,0.17679576650364617,0.33081844669432336,1.0506718466190016e-10,0.913961038961039,0.994942196531792,0.962,"[1384, 616]",221.0,176.0,0.11665551364421843,1.0,2.0,-0.005037772764912907,0.05532600331650457,0.9274479763903424,-0.11347474667380546,0.10339920114397964
cifar10h,ASM,0.1,0.03267605633802817,0.017603974288919987,0.047748138387136325,2.1456056777092585e-05,0.9575,,0.9585,,,,,,,,,,,
cifar10h,ASM,0.2,0.0390524967989756,0.022085040532298403,0.056019953065652967,6.449955967266395e-06,0.9510574018126888,1.0,0.96,"[345, 1655]",345.0,652.0,-0.9999999999402455,1.0,2.0,0.040561707661041835,0.05800590575897925,0.4843841955707121,-0.07312777851718201,0.15425119383926567
cifar10h,ASM,0.3,0.048034934497816595,0.0290523582989387,0.06701751069669451,7.06239852425115e-07,0.9473684210526315,1.0,0.9625,"[480, 1520]",480.0,690.0,-0.9999997883174975,1.0,2.0,-0.009085368108282532,0.009551972516909108,0.3415277339112678,-0.027806890222740795,0.009636154006175731
cifar10h,ASM,0.4,0.061962134251290824,0.039980988327463544,0.0839432801751182,3.296802973290814e-08,0.9454148471615721,1.0,0.9655,"[626, 1374]",626.0,760.0,-0.999997595197344,1.0,2.0,-0.02973780183320951,0.006898818452180589,1.628383306557829e-05,-0.04325923753536383,-0.016216366131055194
cifar10h,ASM,0.5,0.08631578947368412,0.06060954854361725,0.11202203040375125,4.6691969161134934e-11,0.9422294548413345,1.0,0.9705,"[771, 1229]",771.0,517.0,-0.9999771250309896,1.0,2.0,-0.0006834560735772266,0.005473301918871525,0.9006257655681721,-0.011410930711079384,0.010044018563924931
cifar10h,ASM,0.6,0.10775295663600526,0.07754961623719647,0.13795629703481405,2.703458263507271e-12,0.938212927756654,1.0,0.9705,"[948, 1052]",948.0,473.0,-0.9996322542046984,1.0,2.0,-0.04141746315789718,0.012028045059189514,0.0005744326016736646,-0.06499199827833357,-0.017842928037460792
cifar10h,ASM,0.7,0.1317957166392092,0.09674364394297352,0.16684778933544497,1.7132018159954192e-13,0.9375,0.9954044117647058,0.9695,"[1088, 912]",1088.0,266.0,-0.9962465254392576,1.0,2.0,-0.009290395755998437,0.04697420432368215,0.8432198993759865,-0.10135814443284114,0.08277735292084426
