data,method,target_coverage,ATT,ci_l_ATT,ci_u_ATT,pv_rob_ATT,acc_hum,acc_ML,acc_system,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
cifar10h,DT,0.4,0.00702987697715296,-0.0051523937914192295,0.01921214774572503,0.2580496515464378,0.9771528998242531,0.8283062645011601,0.913,"[862, 1138]",280.0,353.0,0.947528196,1.0,2.0,0.05369257900960456,0.05462452592683705,0.32563744268474626,-0.05336952447957048,0.1607546824987796
cifar10h,DT,0.5,-0.00421940928270037,-0.015167696893684947,0.006728878328284102,0.45003346161024105,0.9810126582278481,0.8403041825095057,0.907,"[1052, 948]",281.0,328.0,0.9572655999999999,1.0,2.0,0.0626143705399016,0.04592935431126747,0.17279565188168733,-0.027405509743362103,0.15263425082316529
cifar10h,DT,0.6,-0.002645502645502673,-0.01365768902810318,0.00836668373709789,0.6377477295454859,0.9854497354497355,0.8609324758842444,0.908,"[1244, 756]",206.0,216.0,0.96684264,1.0,2.0,-0.037033901663553914,0.041630956239667484,0.37369357030967676,-0.11862907653526522,0.04456127320815739
cifar10h,DT,0.7,-0.0070796460176990594,-0.016891339086099418,0.0027320470507011894,0.15729855456200517,0.9893805309734514,0.8745644599303136,0.907,"[1435, 565]",171.0,204.0,0.9760713,1.0,2.0,-0.02309002883250999,0.04033876900353089,0.5670490436979911,-0.10215256326011121,0.05597250559509123
cifar10h,DT,0.8,-0.005390835579514808,-0.01597094769454919,0.005189276535519544,0.3179636002370523,0.9919137466307277,0.8888888888888888,0.908,"[1629, 371]",132.0,128.0,0.98422218,1.0,2.0,-0.04096960828347784,0.035146729741910215,0.24374651504135247,-0.10985593275198462,0.02791671618502893
cifar10h,DT,0.9,-0.005154639175257714,-0.01528368583087928,0.004974407480363816,0.3185610025668617,0.9948453608247423,0.8992248062015504,0.9085,"[1806, 194]",226.0,194.0,0.991341567,1.0,2.0,-0.030060302580242393,0.025322483574650008,0.23518845358941987,-0.0796914583856635,0.019570853225178708
cifar10h,DT,1.0,0.0,0.0,0.0,0.0,0.0,0.909,0.909,,,,,,,,,,,
cifar10h,DT,0.0,0.0485,0.03368560321729598,0.06331439678270402,1.3933939377717174e-10,0.9575,0.0,0.9575,,,,,,,,,,,
cifar10h,LCE,0.1,0.021358159912376773,0.00734865028622831,0.03536766953852527,0.002807564728999609,0.9545454545454546,1.0,0.9585,"[174, 1826]",165.0,529.0,-0.3645091325044632,1.0,2.0,-0.028800722660400124,0.015814050163126734,0.06857478373741106,-0.05979569142983829,0.0021942461090380394
cifar10h,LCE,0.2,0.027346177750155354,0.011698986462508474,0.042993369037802265,0.0006139476697509469,0.9515226848974518,1.0,0.961,"[391, 1609]",354.0,644.0,-0.2369816541671752,1.0,2.0,-0.01131555481179558,0.015250420468129746,0.45809755291682597,-0.04120582967842235,0.01857472005483119
cifar10h,LCE,0.3,0.03305203938115331,0.015526620656257682,0.050577458106048925,0.00021868575474555776,0.9472573839662447,1.0,0.9625,"[578, 1422]",299.0,372.0,-0.14446415901184081,1.0,2.0,-0.005369707655168865,0.015423741445530168,0.727730843125588,-0.03559968539526574,0.024860270084928016
cifar10h,LCE,0.4,0.04114189756507136,0.02077034155274711,0.06151345357739564,7.548654775847588e-05,0.9412258606213266,0.9962917181705809,0.9635,"[809, 1191]",526.0,644.0,-0.04059976339340207,1.0,2.0,-0.01639375153862943,0.02149448242951918,0.4456448341148521,-0.058522162966816026,0.025734659889557164
cifar10h,LCE,0.5,0.05870236869207002,0.034824091358377864,0.08258064602576218,1.4473112563011709e-06,0.9382080329557158,0.9951409135082604,0.9675,"[1029, 971]",430.0,437.0,0.043198421597480705,1.0,2.0,-0.025776703471957152,0.019468511530349467,0.185496320049791,-0.06393428490404487,0.01238087796013057
cifar10h,LCE,0.6,0.07272727272727275,0.043900015598952416,0.10155452985559303,7.625174968431073e-07,0.9298701298701298,0.9902439024390244,0.967,"[1230, 770]",402.0,351.0,0.1189984738826751,1.0,2.0,-0.0186146289875202,0.0407360972802358,0.6477022319503651,-0.09845591252750241,0.06122665455246201
cifar10h,LCE,0.7,0.097770154373928,0.06319204536641967,0.13234826338143624,2.993278461846253e-08,0.9262435677530018,0.9844742413549753,0.9675,"[1417, 583]",354.0,294.0,0.200228464603424,1.0,2.0,0.052275315542628764,0.050754449087974836,0.303026349006117,-0.0472015767249737,0.15175220781023124
cifar10h,LCE,0.8,0.12569832402234637,0.07804392600708676,0.17335272203760593,2.3433199608603154e-07,0.9106145251396648,0.9725943970767357,0.9615,"[1642, 358]",282.0,209.0,0.30313775837421414,1.0,2.0,-0.013591383737912244,0.07561422713596547,0.8573516790219662,-0.1617925456432358,0.13460977816741132
cifar10h,LCE,0.9,0.19277108433734935,0.11970935885119481,0.2658328098235041,2.324662025896386e-07,0.927710843373494,0.9574700109051254,0.955,"[1834, 166]",151.0,104.0,0.41261265724897384,1.0,2.0,0.17522986803677565,0.13347822376514135,0.18925121901071806,-0.08638264326327971,0.436842379336831
cifar10h,LCE,1.0,0.0,0.0,0.0,0.0,0.0,0.939,0.939,,,,,,,,,,,
cifar10h,LCE,0.0,0.0185,0.005629439240041953,0.03137056075995805,0.004843977860887014,0.9575,0.0,0.9575,,,,,,,,,,,
cifar10h,SP,0.1,0.02429596907785747,0.00981117640872748,0.03878076174698758,0.0010106957923700032,0.9536167863059083,1.0,0.958,"[189, 1811]",189.0,1122.0,1.4448165893554693e-05,1.0,2.0,-0.014581795601383174,0.00550534603602995,0.008081133581684856,-0.025372075554432227,-0.0037915156483341213
cifar10h,SP,0.2,0.028930817610062887,0.012536075356330487,0.0453255598637953,0.0005429285717833165,0.9484276729559749,1.0,0.959,"[410, 1590]",410.0,1041.0,0.00010938644409174001,1.0,2.0,-0.025020415851372713,0.006528983141128977,0.00012699873385233542,-0.0378169876636547,-0.012223844039090725
cifar10h,SP,0.3,0.03687943262411353,0.018738207237364968,0.055020658010861964,6.764359461071608e-05,0.9460992907801419,1.0,0.962,"[590, 1410]",590.0,924.0,0.00037547349929801995,1.0,2.0,-0.02426962586843373,0.006790323950769255,0.000351369539766216,-0.0375784162553012,-0.01096083548156626
cifar10h,SP,0.4,0.042914979757085026,0.02228383619866503,0.063546123315505,4.5633399921824e-05,0.9392712550607287,1.0,0.9625,"[765, 1235]",765.0,820.0,0.00108816623687738,1.0,2.0,-0.037048569869843284,0.0095292206141897,0.00010111906703896031,-0.055725499074391754,-0.018371640665294817
cifar10h,SP,0.5,0.05772994129158515,0.03332741017698229,0.08213247240618796,3.5391815913090855e-06,0.9324853228962818,1.0,0.9655,"[978, 1022]",978.0,616.0,0.00320360064506525,1.0,2.0,-0.047908723666636566,0.014077897403590561,0.0006662188899967681,-0.075500895555724,-0.020316551777549128
cifar10h,SP,0.6,0.07882352941176474,0.0503880775465888,0.10725898127694061,5.539836271128966e-08,0.928235294117647,1.0,0.9695,"[1150, 850]",1150.0,466.0,0.008231031894683773,1.0,2.0,-0.0517423582453862,0.01949821238353326,0.007961515457354214,-0.08995815228002427,-0.013526564210748125
cifar10h,SP,0.7,0.12199036918138051,0.08514460235839216,0.1588361360043687,8.633719446482148e-11,0.9197431781701445,0.9985475671750181,0.974,"[1377, 623]",134.0,82.0,0.026557499170303284,1.0,2.0,-0.059248483153656384,0.08700718583182628,0.49589629269728885,-0.22977943378021956,0.1112824674729068
cifar10h,SP,0.8,0.20654911838790924,0.1543891221879634,0.2587091145878553,8.407013662604194e-15,0.906801007556675,0.9943855271366189,0.977,"[1603, 397]",98.0,63.0,0.09057604074478157,1.0,2.0,5.304472224065826e-05,0.06001708440921345,0.9992948081398099,-0.1175782791769181,0.11768436862139942
cifar10h,SP,0.9,0.31999999999999995,0.23415556500111795,0.40584443499888195,2.749968522526643e-13,0.88,0.972054794520548,0.964,"[1825, 175]",71.0,55.0,0.30918691158294676,1.0,2.0,0.14212633926528384,0.21404501976634557,0.5066889770521548,-0.27739419054691744,0.5616468690774852
cifar10h,SP,1.0,0.0,0.0,0.0,0.0,0.0,0.936,0.936,,,,,,,,,,,
cifar10h,SP,0.0,0.0215,0.008342826199708322,0.03465717380029167,0.0013611895808626749,0.9575,0.0,0.9575,,,,,,,,,,,
