data,method,target_coverage,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
synth,OVA,0.3,"[1430, 3570]",511.0,589.0,0.005150142312049738,1.0,2.0,-0.0836445622760218,0.08042293712313367,0.29831270583623426,-0.2412706225682931,0.07398149801624951
synth,OVA,0.4,"[1919, 3081]",564.0,805.0,0.16691778898239132,1.0,2.0,0.032028903596656555,0.06907771904243976,0.642887953202901,-0.10336093786070202,0.16741874505401513
synth,OVA,0.5,"[2398, 2602]",800.0,1089.0,0.28610534965991974,1.0,2.0,0.01954316247318122,0.06377121792374318,0.7592564003497846,-0.10544612790761058,0.14453245285397304
synth,OVA,0.6,"[2876, 2124]",537.0,635.0,0.39362518787384027,1.0,2.0,0.13291986514181142,0.07489785944542617,0.07595044844599778,-0.01387724189036696,0.27971697217398983
synth,OVA,0.7,"[3404, 1596]",481.0,516.0,0.4960017174482345,1.0,2.0,0.005923972699154456,0.07648143315618726,0.9382605141013066,-0.14397688177298013,0.15582482717128904
synth,OVA,0.8,"[3995, 1005]",440.0,452.0,0.5985058277845383,1.0,2.0,0.07986466326064356,0.08774104236436628,0.3627004191086941,-0.09210461973951745,0.2518339462608046
synth,OVA,0.9,"[4467, 533]",354.0,328.0,0.6750973917543889,1.0,2.0,0.05810809821629026,0.10756278658995172,0.5890419261288129,-0.152711089576783,0.26892728600936355
synth,ASM,0.1,"[494, 4506]",494.0,1224.0,-0.9990607926505618,1.0,2.0,-0.08873823910139667,0.10176473650451995,0.3832116536919795,-0.2881934575464643,0.11071697934367095
synth,ASM,0.2,"[957, 4043]",957.0,744.0,-0.9852103750221431,1.0,2.0,-0.030340601205116835,0.10105937363799065,0.7640051538388786,-0.2284133338357551,0.16773213142552143
synth,ASM,0.3,"[1434, 3566]",1434.0,347.0,-0.9035724811939873,1.0,2.0,-0.18174867958641783,0.10147466801059488,0.07328135747939776,-0.38063537423034255,0.017138015057506867
synth,ASM,0.4,"[1924, 3076]",180.0,120.0,-0.6336518965661525,1.0,2.0,0.14158804948966197,0.140949444008691,0.3151228613711601,-0.13466778440831728,0.4178438833876412
synth,ASM,0.5,"[2363, 2637]",185.0,204.0,0.1091658771038055,1.0,2.0,-0.015155824805678009,0.1341470005046899,0.910047021936085,-0.27807911442894667,0.24776746481759065
synth,ASM,0.6,"[2899, 2101]",168.0,494.0,0.8395111575722695,1.0,2.0,-0.03847012536749328,0.11981389806227882,0.7481480017554858,-0.2733010504169131,0.19636079968192657
synth,ASM,0.7,"[3448, 1552]",639.0,1552.0,0.9874128083698451,1.0,2.0,-0.11954370631303501,0.086703885526745,0.16796927164123776,-0.2894801992651389,0.05039278663906885
synth,ASM,0.8,"[4003, 997]",1179.0,997.0,0.9991400601458735,1.0,2.0,-0.11706015540115883,0.10990172985972638,0.28681494005266805,-0.3324635877648728,0.09834327696255513
synth,ASM,0.9,"[4480, 520]",1655.0,520.0,0.9999671596992812,1.0,2.0,0.048900226700027805,0.1129412076102089,0.6650361011470046,-0.1724604725864427,0.2702609259864983
