data,method,target_coverage,ATT,ci_l_ATT,ci_u_ATT,pv_rob_ATT,acc_hum,acc_ML,acc_system,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
galaxyzoo,DT,0.9,-0.11912225705329149,-0.17049468654790836,-0.06774982755867467,5.499803047191682e-06,0.7899686520376176,0.8221296847114813,0.817,,,,,,,,,,,
galaxyzoo,LCE,0.1,-0.08130530973451322,-0.10672060401185822,-0.05589001545716836,3.609036451086001e-10,0.7463662790697675,0.8397435897435898,0.751,"[624, 1376]",451.0,605.0,-0.07082328945398328,1.0,2.0,-0.04512689091792965,0.06646079612687471,0.49713776329648796,-0.1753876577104632,0.08513387587460389
galaxyzoo,LCE,0.2,-0.07357449417535256,-0.10022324597720107,-0.04692574237350407,6.258238159542791e-08,0.7546408393866021,0.8554533508541393,0.7645,"[761, 1239]",471.0,516.0,-0.0608582273125648,1.0,2.0,0.17303176128795528,0.06418287893896803,0.007019500129569667,0.04723563014348359,0.29882789243242697
galaxyzoo,LCE,0.3,-0.07237299930410579,-0.10088793827662672,-0.043858060331584806,6.540551077275911e-07,0.7448210922787194,0.8614072494669509,0.7725,"[938, 1062]",394.0,335.0,-0.04846408218145365,1.0,2.0,-0.24394394019723076,0.07460171176094588,0.0010756612446899043,-0.39016060843372286,-0.09772727196073866
galaxyzoo,LCE,0.4,-0.05084745762711862,-0.08170085469968882,-0.01999406055454845,0.001237521494359949,0.7580645161290323,0.8607476635514019,0.793,"[1070, 930]",608.0,477.0,-0.038644917309284176,1.0,2.0,0.0654942112976904,0.07198891661013619,0.3629375568311871,-0.07560147254423383,0.20658989513961462
galaxyzoo,LCE,0.5,-0.03876739562624254,-0.0741672827722287,-0.003367508480256423,0.03184022042840461,0.7612903225806451,0.8644897959183674,0.805,"[1225, 775]",729.0,470.0,-0.02552162110805505,1.0,2.0,0.09751748805717186,0.06136186114215939,0.11201076541398126,-0.022749549805808372,0.2177845259201521
galaxyzoo,LCE,0.6,-0.006002400960384069,-0.044780396894974435,0.03277559497420613,0.7615998671095325,0.751219512195122,0.8628158844765343,0.822,"[1385, 615]",711.0,381.0,-0.011533580720424574,1.0,2.0,0.01888647933128107,0.05775364995687481,0.7436543203950965,-0.09430859455992681,0.13208155322248893
galaxyzoo,LCE,0.7,0.013008130081300862,-0.03367725929624414,0.05969351945884578,0.5849887292220912,0.7415730337078652,0.8533762057877814,0.8285,"[1555, 445]",495.0,256.0,0.0074426382780075,1.0,2.0,0.05788964580441491,0.08163707331406997,0.47825636416785144,-0.10211607769441819,0.21789536930324802
galaxyzoo,LCE,0.8,0.027638190954773934,-0.03215705966607739,0.08743344157562509,0.36497691019557,0.7509578544061303,0.848188614146061,0.83,"[1739, 261]",575.0,200.0,0.0387770012021064,1.0,2.0,0.015788349529178847,0.09096935677340011,0.8622137933039732,-0.16250831344346017,0.19408501250181787
galaxyzoo,LCE,0.9,0.10215053763440862,0.016696906639486406,0.18760416862933071,0.019133273001091272,0.753731343283582,0.8344051446945338,0.834,"[1866, 134]",233.0,79.0,0.06762395054101936,1.0,2.0,0.1508213401044982,0.08791739939359604,0.08625559265572064,-0.021493596321373598,0.32313627653037
galaxyzoo,SP,0.1,-0.09649999999999992,-0.12044391674416452,-0.07255608325583549,2.808179386511899e-15,0.7425,,0.7425,,,,,,,,,,,
galaxyzoo,SP,0.2,-0.09649999999999992,-0.12044391674416452,-0.07255608325583549,2.808179386511899e-15,0.7425,,0.7425,,,,,,,,,,,
galaxyzoo,SP,0.3,-0.09649999999999992,-0.12044391674416452,-0.07255608325583549,2.808179386511899e-15,0.7425,,0.7425,,,,,,,,,,,
galaxyzoo,SP,0.4,-0.056374674761491717,-0.09219767350919338,-0.020551676013790182,0.0020396556048596923,0.6697566628041715,0.9463500439753738,0.8065,"[1137, 863]",1137.0,247.0,3.457069396972656e-06,1.0,2.0,-0.3255996186062208,0.1706783253284957,0.0564325950812068,-0.6601229891916829,0.008923751979241279
galaxyzoo,SP,0.5,-0.0386221294363257,-0.07904521425149585,0.0018009553788445112,0.061117781738212106,0.6730506155950753,0.9377462568951931,0.8205,"[1269, 731]",1269.0,132.0,2.1845102310180664e-05,1.0,2.0,-0.025577652450721744,0.17806405420867344,0.8857823946850586,-0.3745767856409095,0.323421480739466
galaxyzoo,SP,0.6,-0.0064683053040103244,-0.05362246186617005,0.040685851258149344,0.7880410275939265,0.6695352839931153,0.9168428470754052,0.8365,"[1419, 581]",31.0,20.0,0.00015443563461302502,1.0,2.0,0.46025825787073327,0.20203883504106449,0.02272251083540792,0.06426941771181782,0.8562470980296487
galaxyzoo,SP,0.7,0.018867924528301883,-0.03675339425354394,0.07448924331014772,0.5061393228457625,0.6636363636363637,0.9038461538461539,0.8445,"[1560, 440]",43.0,37.0,0.001104295253753625,1.0,2.0,0.09109558751942937,0.27995511072896034,0.7448832359618546,-0.45760634679725576,0.6397975218361145
galaxyzoo,SP,0.8,0.07936507936507942,0.008534953940651402,0.15019520478950732,0.02808210057052306,0.6787003610108303,0.8810214741729542,0.854,"[1723, 277]",35.0,13.0,0.018138960003852827,1.0,2.0,-0.05671105185743519,0.5338797383311545,0.9154043165534116,-1.1030961110621662,0.9896740073472958
galaxyzoo,SP,0.9,0.10476190476190472,0.009266777576992416,0.2002570319468172,0.03154276164637506,0.6283783783783784,0.8612311015118791,0.85,"[1852, 148]",49.0,35.0,0.12066748738288877,1.0,2.0,-0.09610972918236471,0.30304843860207165,0.7511350026652514,-0.690073754413523,0.4978542960487936
galaxyzoo,OVA,0.1,-0.08573040045121272,-0.11102468138536539,-0.06043611951705988,3.074782339170151e-11,0.7295019157088123,0.9424460431654677,0.7645,"[695, 1305]",695.0,437.0,-0.9840963419992477,1.0,2.0,-0.026292010434496582,0.09020535244480872,0.7706931025509555,-0.20309125243906379,0.15050723157007062
galaxyzoo,OVA,0.2,-0.07165304839723452,-0.09871122859929657,-0.04459486819517236,2.1006718107052936e-07,0.7203751065643649,0.9298669891172914,0.7835,"[827, 1173]",827.0,276.0,-0.9595081359148026,1.0,2.0,-0.263821456260796,0.09832640174515682,0.007293898813696537,-0.4565376624107197,-0.07110525011087232
galaxyzoo,OVA,0.3,-0.059558823529411775,-0.08940162985167449,-0.029716017207149,9.168632314067477e-05,0.7116141732283464,0.926829268292683,0.8,"[984, 1016]",984.0,185.0,-0.909427740611136,1.0,2.0,-0.04739504896202584,0.0965927779232888,0.6236608156300345,-0.23671341485834752,0.14192331693429583
galaxyzoo,OVA,0.4,-0.05711849957374249,-0.0896826098175934,-0.02455438932989168,0.0005863739792888929,0.6985981308411215,0.9178321678321678,0.807,"[1144, 856]",148.0,70.0,-0.7954970374703407,1.0,2.0,0.21270690656960267,0.16309224092428684,0.19216120741681075,-0.10694801179992902,0.5323618249391344
galaxyzoo,OVA,0.5,-0.0455958549222798,-0.08275282118694238,-0.008438888657617188,0.016168024305895146,0.6917510853835022,0.904507257448434,0.8185,"[1309, 691]",109.0,77.0,-0.5129337422549725,1.0,2.0,-0.1969209887387331,0.16402063591457747,0.22991157519112249,-0.5183955278526619,0.12455355037519567
galaxyzoo,OVA,0.6,-0.02506596306068598,-0.06812045094463376,0.017988524823261704,0.2538388580268707,0.6980802792321117,0.8920812894183602,0.831,"[1427, 573]",58.0,48.0,-0.1802866235375404,1.0,2.0,-0.3058552828240775,0.205700152099955,0.13704157527907324,-0.7090201725544005,0.09730960690624552
galaxyzoo,OVA,0.7,-0.013961605584642212,-0.0643077970027913,0.03638458583350683,0.5867707011871022,0.6984126984126984,0.8794098781270044,0.8365,"[1559, 441]",111.0,114.0,0.24357336759567255,1.0,2.0,0.14058703826790842,0.15765772633897326,0.37254136267785876,-0.16841642724095107,0.4495905037767679
galaxyzoo,OVA,0.8,0.007499999999999951,-0.0544359818826293,0.06943598188262931,0.8123949874774934,0.7003484320557491,0.8709865732632808,0.842,"[1713, 287]",66.0,44.0,0.6648338697850704,1.0,2.0,0.28311646652672384,0.18098969037843782,0.11775453282218988,-0.07161680818806981,0.6378497412415175
galaxyzoo,OVA,0.9,0.024271844660194164,-0.06687153771334965,0.11541522703373801,0.6017077952971696,0.6510067114093959,0.8568341437061048,0.843,"[1851, 149]",111.0,149.0,0.9341382076963781,1.0,2.0,0.07414298420694188,0.17109952543548654,0.6647732343870559,-0.2612059234185066,0.4094918918323904
galaxyzoo,ASM,0.1,-0.08793686583990978,-0.1129572422834431,-0.06291648939637652,5.638014172159077e-12,0.7628344179320318,0.880064829821718,0.7675,"[617, 1383]",64.0,66.0,-0.7679125797003508,1.0,2.0,-0.09599687148233005,0.21332556914284284,0.6527092056091804,-0.5141073039838111,0.322113561019151
galaxyzoo,ASM,0.2,-0.07605985037406482,-0.10230405592085796,-0.049815644827271785,1.3447047800993378e-08,0.7622673434856176,0.8753056234718827,0.7845,"[818, 1182]",159.0,145.0,-0.5317976400256157,1.0,2.0,0.037210228951388924,0.11154386877180697,0.7386868693852716,-0.18141173653761478,0.2558321944403926
galaxyzoo,ASM,0.3,-0.0689170182841069,-0.09654565415033635,-0.0412883824178774,1.0137795036247025e-06,0.7583572110792741,0.8730325288562435,0.7965,"[953, 1047]",129.0,228.0,-0.3528784662485122,1.0,2.0,-0.15910825107194038,0.11628987006859338,0.17124826842702523,-0.3870322081732258,0.06881570602934509
galaxyzoo,ASM,0.4,-0.06255283178360094,-0.09309979461139642,-0.032005868955805594,5.981618663684754e-05,0.753528773072747,0.8739573679332715,0.8085,"[1079, 921]",197.0,405.0,-0.24548191577196118,1.0,2.0,-0.13670747783711512,0.07691854266421938,0.07551856879206657,-0.2874650512022927,0.01405009552806244
galaxyzoo,ASM,0.5,-0.0598626104023553,-0.09306222957004943,-0.026662991234661065,0.0004092694777065598,0.7487244897959183,0.8758223684210527,0.815,"[1216, 784]",348.0,477.0,-0.16954054683446879,1.0,2.0,-0.00806327180603228,0.06390311238716123,0.8995897263518624,-0.1333110705848837,0.11718452697281914
galaxyzoo,ASM,0.6,-0.050602409638554224,-0.08797512922293634,-0.0132296900541721,0.007959617841973033,0.7367601246105919,0.8799705449189985,0.8245,"[1358, 642]",444.0,365.0,-0.10783506929874415,1.0,2.0,-0.008373888731009638,0.058415413653209326,0.8860132395288955,-0.12286599563330926,0.10611821817128998
galaxyzoo,ASM,0.7,-0.03576982892690517,-0.08044845160258374,0.008908793748773437,0.11661238851215222,0.7213822894168467,0.8867924528301887,0.834,"[1537, 463]",456.0,184.0,-0.03232419490814201,1.0,2.0,0.10627912091047542,0.08353090351490922,0.2032548459615371,-0.05743844157483685,0.2699966833957877
galaxyzoo,ASM,0.8,0.016990291262135915,-0.04387105758656186,0.07785164011083372,0.5842748717735513,0.6908517350157729,0.88116458704694,0.849,"[1683, 317]",339.0,100.0,0.112678937613964,1.0,2.0,0.10243496925022888,0.13886182056117083,0.4607116358808139,-0.16972919787732949,0.37459913637778725
galaxyzoo,ASM,0.9,0.07246376811594202,-0.01973897209434515,0.16466650832622926,0.12347008206008533,0.6802721088435374,0.8656233135456017,0.853,"[1853, 147]",59.0,64.0,0.5473489500582218,1.0,2.0,-0.20458947393076854,0.21582008950556525,0.34314825659586556,-0.6275890765018873,0.21841012864035025
xray-airspace,RS,0.1,0.05947441217150762,0.023211709837259946,0.09573711450575526,0.0013065623637295723,0.888468809073724,0.9166666666666666,0.8827667057444314,"[324, 529]",53.0,316.0,0.27802095562219614,1.0,2.0,0.23891939621320568,0.1947274206834669,0.21984411087076572,-0.14273933512876946,0.6205781275551808
xray-airspace,RS,0.2,0.07999999999999996,0.040518645402175875,0.11948135459782416,7.144490459483546e-05,0.9037656903765691,0.8986666666666666,0.8909730363423212,"[375, 478]",61.0,320.0,0.349076896905899,1.0,2.0,-0.0037416895200024225,0.11840292621704684,0.9747899855924436,-0.23580716056956758,0.22832378152956273
xray-airspace,RS,0.3,0.09074410163339386,0.04988518641892827,0.1316030168478594,1.3434245527257844e-05,0.9112149532710281,0.8870588235294118,0.8909730363423212,"[425, 428]",110.0,352.0,0.37305473908782005,1.0,2.0,-0.014765366192229346,0.08266211663370955,0.8582336296874711,-0.17678013768014939,0.1472494052956907
xray-airspace,RS,0.4,0.12343096234309625,0.08199020276584507,0.1648717219203474,5.291470828090363e-09,0.9166666666666666,0.8752475247524752,0.9015240328253223,"[505, 348]",171.0,291.0,0.39524446427822113,1.0,2.0,-0.04302976093726052,0.06956086457792224,0.5361854898216738,-0.1793665502434561,0.09330702836893506
xray-airspace,RS,0.5,0.13989637305699487,0.09423610067318716,0.18555664544080247,1.912823988379148e-09,0.9230769230769231,0.8606701940035273,0.895662368112544,"[567, 286]",217.0,245.0,0.41350526735186577,1.0,2.0,0.030465745180086046,0.06201002974683073,0.6232117987067106,-0.0910716798039596,0.15200317016413167
xray-airspace,RS,0.6,0.14851485148514854,0.09646692059363907,0.20056278237665806,2.2368181279119224e-08,0.9144144144144144,0.8557844690966719,0.8851113716295428,"[631, 222]",292.0,205.0,0.4298747181892395,1.0,2.0,-0.09172912611265538,0.06376953075834918,0.15030710556258947,-0.216715109710039,0.03325685748472822
xray-airspace,RS,0.7,0.14864864864864868,0.08843695862450748,0.20886033867278977,1.3069449114164009e-06,0.9433962264150944,0.8530259365994236,0.8710433763188745,"[694, 159]",343.0,152.0,0.45074882358312607,1.0,2.0,0.1198391029486332,0.07496458373977445,0.1099073761286588,-0.02708878129736167,0.2667669871946281
xray-airspace,RS,0.8,0.20915032679738566,0.13934451377842388,0.27895613981634737,4.295511757657403e-09,0.9516129032258065,0.8491083676268861,0.8698710433763188,"[729, 124]",285.0,109.0,0.4675115570425987,1.0,2.0,0.05267451759873554,0.06964714664135815,0.4494660725199343,-0.08383138144430624,0.18918041664177732
xray-airspace,RS,0.9,0.1785714285714286,0.09568173569081649,0.2614611214520407,2.417129752381493e-05,0.9818181818181818,0.8320802005012531,0.8499413833528722,"[798, 55]",198.0,46.0,0.49465313181281084,1.0,2.0,0.17652544150329974,0.07652307007990597,0.021064497521523833,0.026542980160249446,0.32650790284635
xray-airspace,CC,0.1,0.04641350210970463,0.010265713632725701,0.08256129058668354,0.011850007828488683,0.8515037593984962,0.9688473520249221,0.88042203985932,"[321, 532]",111.0,99.0,0.06721845269203183,1.0,2.0,0.06319564497024999,0.124414309837928,0.6114918116119308,-0.18065192147349624,0.3070432114139962
xray-airspace,CC,0.2,0.06299212598425197,0.024197464155817493,0.10178678781268646,0.001460317811585506,0.8483606557377049,0.9561643835616438,0.8886283704572099,"[365, 488]",150.0,129.0,0.0843329429626464,1.0,2.0,-0.002397807990912826,0.10641067017280796,0.982022365995628,-0.210958889100387,0.20616327311856134
xray-airspace,CC,0.3,0.07927927927927925,0.036165243466112475,0.12239331509244614,0.0003133137726548772,0.8445475638051044,0.9407582938388626,0.8933177022274326,"[422, 431]",155.0,130.0,0.10782761871814725,1.0,2.0,0.006509814926556334,0.11429405503990295,0.9545796685379986,-0.2175024165986921,0.23052204645180477
xray-airspace,CC,0.4,0.09221311475409832,0.045477789968354096,0.13894843953984265,0.00011009661823247461,0.8390501319261213,0.9345991561181435,0.8944900351699883,"[474, 379]",129.0,106.0,0.13287648558616635,1.0,2.0,-0.02418364296231812,0.0973331889548112,0.8037766169201455,-0.21495318781417985,0.16658590188954361
xray-airspace,CC,0.5,0.10361445783132539,0.052069214047990454,0.1551597016146601,8.153206478542326e-05,0.8370607028753994,0.9222222222222223,0.8921453692848769,"[540, 313]",174.0,126.0,0.1589728593826294,1.0,2.0,-0.17265947070890397,0.13913826612219035,0.2146352677449338,-0.44536546117974657,0.10004651976193862
xray-airspace,CC,0.6,0.12538226299694188,0.06590765287167676,0.18485687312220694,3.5973540453431204e-05,0.8571428571428571,0.9206896551724137,0.8898007033997656,"[580, 273]",171.0,164.0,0.1882385611534118,1.0,2.0,0.10057669937364766,0.14068242204251832,0.4746583803743234,-0.1751557810875521,0.3763091798348474
xray-airspace,CC,0.7,0.18315018315018305,0.11916795572986925,0.24713241057049706,2.018253263878081e-08,0.8805970149253731,0.9095092024539877,0.9003516998827668,"[652, 201]",120.0,106.0,0.22176387906074524,1.0,2.0,0.21555958608634906,0.10950361476555893,0.04900873020416742,0.0009364449689050758,0.430182727203793
xray-airspace,CC,0.8,0.27071823204419887,0.18942791165026318,0.35200855243813445,6.701161382347461e-11,0.8571428571428571,0.8944444444444445,0.8991793669402111,"[720, 133]",91.0,75.0,0.26126962900161743,1.0,2.0,-0.09917943627246917,0.12281599798696188,0.41935260080743664,-0.3398943690522582,0.1415354965073199
xray-airspace,CC,0.9,0.35238095238095235,0.23626583932407397,0.46849606543783084,2.7142027641776764e-09,0.8620689655172413,0.8825065274151436,0.8851113716295428,"[766, 87]",65.0,62.0,0.29252682626247406,1.0,2.0,-0.15941551212345706,0.2388378280710569,0.5044761716042192,-0.6275290532884981,0.308698029041584
xray-airspace,DT,0.1,0.19645120405576677,0.1567678402714234,0.23613456784011025,2.935141621275416e-22,0.9058441558441559,0.6666666666666666,0.8640093786635404,"[237, 616]",125.0,140.0,0.8556479975,1.0,2.0,0.13486530577336664,0.15289314343870597,0.3777288720406199,-0.16479974884961351,0.4345303603963468
xray-airspace,DT,0.2,0.1991643454038997,0.15857122531788176,0.23975746548991766,6.82528561843632e-22,0.912568306010929,0.6973684210526315,0.8499413833528722,"[304, 549]",123.0,120.0,0.8638274,1.0,2.0,-0.11589674827934027,0.12274465734859234,0.345062282134845,-0.3564718559772909,0.12467835941861041
xray-airspace,DT,0.3,0.20911949685534592,0.16689034764747684,0.251348646063215,2.8489874305562993e-22,0.9153225806451613,0.7002801120448179,0.8382180539273154,"[357, 496]",126.0,133.0,0.8724765800000001,1.0,2.0,-0.007700508690832608,0.07297472510226916,0.9159608555890855,-0.15072834167299118,0.13532732429132596
xray-airspace,DT,0.4,0.23861566484517305,0.19426880485700904,0.28296252483333695,5.305524782202956e-26,0.9223057644110275,0.6916299559471366,0.835873388042204,"[454, 399]",156.0,127.0,0.885089725,1.0,2.0,0.0789328487032559,0.08005637073856711,0.32414986447697425,-0.0779747546773219,0.2358404520838337
xray-airspace,DT,0.5,0.24242424242424243,0.19416429731391835,0.2906841875345665,7.168937454869063e-23,0.9278688524590164,0.6897810218978102,0.813599062133646,"[548, 305]",231.0,129.0,0.90097191,1.0,2.0,0.012152694449477641,0.09457047122523742,0.8977500441055105,-0.1732020231529692,0.19750741205192449
xray-airspace,DT,0.6,0.2544378698224853,0.19984306073882208,0.3090326789061484,6.579009476910391e-20,0.9534883720930233,0.6551724137931034,0.7831184056271981,"[638, 215]",101.0,65.0,0.9227283,1.0,2.0,0.016202447185721613,0.15696690666376373,0.9177867334544544,-0.2914470366399155,0.32385193101135873
xray-airspace,DT,0.7,0.19069767441860463,0.13485102018823714,0.24654432864897213,2.1920613061951717e-11,0.9645390070921985,0.6362359550561798,0.7303634232121923,"[712, 141]",33.0,40.0,0.94983731,1.0,2.0,0.0961699247748471,0.2124696406350476,0.6508158999779832,-0.3202629186780142,0.5126027682277083
xray-airspace,DT,0.8,0.032258064516129004,-0.006351759904072496,0.07086788893633057,0.1015203225855268,0.989010989010989,0.6509186351706037,0.6869871043376319,"[762, 91]",22.0,30.0,0.968070715,1.0,2.0,0.0264274369967874,0.01599308550510309,0.0984471442262881,-0.0049184345948842315,0.057773308588459034
xray-airspace,DT,0.9,0.032786885245901676,-0.0126462729291286,0.07822004342093189,0.15724154922764702,1.0,0.6674876847290641,0.6846424384525205,"[812, 41]",62.0,41.0,0.9827562575,1.0,2.0,0.022095929799559988,0.037553871226672496,0.5562775619429379,-0.051508305284773126,0.0957001648838931
xray-airspace,LCE,0.1,0.052558782849239316,0.016956437449615974,0.08816112824886257,0.003810446592619765,0.8698884758364313,0.9333333333333333,0.8827667057444314,"[315, 538]",139.0,316.0,0.027731887996196726,1.0,2.0,0.06191898614584612,0.06792602283547165,0.361997745138952,-0.0712135722247236,0.19505154451641585
xray-airspace,LCE,0.2,0.06750392464678179,0.029248895775590512,0.10575895351797307,0.0005431794233163401,0.8682008368200836,0.9173333333333333,0.8886283704572099,"[375, 478]",167.0,245.0,0.0310539007186889,1.0,2.0,0.022129344443673427,0.0627084160473865,0.7241688575599141,-0.10077689253675769,0.14503558142410455
xray-airspace,LCE,0.3,0.08453237410071945,0.04349633995261246,0.1255684082488264,5.4038315660858475e-05,0.8602941176470589,0.9123595505617977,0.8933177022274326,"[445, 408]",225.0,192.0,0.034150995314121226,1.0,2.0,0.007637928318488418,0.06010787695584544,0.8988847269496365,-0.1101713457021337,0.12544720233911055
xray-airspace,LCE,0.4,0.09205020920502083,0.047048453326854915,0.1370519650831869,6.0958888860379385e-05,0.8495821727019499,0.9089068825910931,0.8898007033997656,"[494, 359]",244.0,147.0,0.03651316463947295,1.0,2.0,-0.07268369803262131,0.07553598471677885,0.3359293789779808,-0.22073150761427582,0.07536411154903319
xray-airspace,LCE,0.5,0.10594315245478036,0.05350418813121518,0.15838211677834557,7.503081582317839e-05,0.8518518518518519,0.9092627599243857,0.8862837045720985,"[529, 324]",315.0,142.0,0.03860625624656675,1.0,2.0,0.06293646308397949,0.060848943307178174,0.3009928568446649,-0.0563252742954093,0.18219820046336827
xray-airspace,LCE,0.6,0.12048192771084343,0.06210917689868256,0.17885467852300413,5.223724787514102e-05,0.8320610687022901,0.9120135363790186,0.8851113716295428,"[591, 262]",352.0,91.0,0.0426751673221588,1.0,2.0,-0.029971053837000383,0.08243923897652602,0.7161916369605883,-0.19154899314388205,0.13160688546988128
xray-airspace,LCE,0.7,0.16030534351145043,0.09015447637112509,0.23045621065177577,7.505882908828607e-06,0.8238095238095238,0.9082426127527217,0.8874560375146542,"[643, 210]",365.0,65.0,0.050996772944927146,1.0,2.0,0.10585726901023196,0.09076550412913652,0.24350447689010357,-0.07203985012149719,0.2837543881419611
xray-airspace,LCE,0.8,0.203125,0.11908129667647037,0.2871687033235296,2.168712843143216e-06,0.8489208633093526,0.8893557422969187,0.8839390386869871,"[714, 139]",100.0,68.0,0.08033490180969236,1.0,2.0,0.28537755897685235,0.1373051307191719,0.03767080668697184,0.016264447874711263,0.5544906700789934
xray-airspace,LCE,0.9,0.31999999999999995,0.2084285330377763,0.4315714669622238,1.8940993163221355e-08,0.8461538461538461,0.8709677419354839,0.8757327080890973,"[775, 78]",62.0,56.0,0.1100739985704422,1.0,2.0,0.1883066876364916,0.17550628772582513,0.2833006675662382,-0.1556793153664498,0.532292690639433
xray-airspace,SP,0.1,0.03364737550471064,-0.0008091444787838228,0.06810389548820511,0.05562807370952095,0.8431372549019608,0.9554794520547946,0.876905041031653,"[292, 561]",98.0,78.0,0.09112143516540523,1.0,2.0,-0.01534521238902986,0.15174312490979278,0.9194502445369868,-0.3127562721137864,0.2820658473357267
xray-airspace,SP,0.2,0.03793626707132014,1.796778213510042e-05,0.07585456636050526,0.049891538322591016,0.8350515463917526,0.9538043478260869,0.876905041031653,"[368, 485]",98.0,75.0,0.1209648251533508,1.0,2.0,-0.0029538325655191766,0.07665164608503551,0.9692604877513666,-0.15318829824789942,0.14728063311686107
xray-airspace,SP,0.3,0.04295532646048106,0.00137497293912648,0.0845356799818357,0.04289039296988917,0.8249400479616307,0.9426605504587156,0.876905041031653,"[436, 417]",73.0,62.0,0.15415416657924652,1.0,2.0,0.20284266480660706,0.1364929319935845,0.13725166753647175,-0.06467856604509342,0.47036389565830755
xray-airspace,SP,0.4,0.06804123711340204,0.021032932090682112,0.11504954213612203,0.0045552318142242235,0.824,0.9393305439330544,0.8862837045720985,"[478, 375]",141.0,103.0,0.17747309803962705,1.0,2.0,0.04403206395645198,0.14700930241313415,0.7645441565203469,-0.24410087416564819,0.33216500207855215
xray-airspace,SP,0.5,0.08457711442786064,0.03078489063957529,0.13836933821614608,0.0020586583350938217,0.8415841584158416,0.9345454545454546,0.8874560375146542,"[550, 303]",119.0,80.0,0.21793851256370544,1.0,2.0,0.3365515983292897,0.14722883726654928,0.022259632834393594,0.047988379801144565,0.6251148168574349
xray-airspace,SP,0.6,0.13003095975232204,0.06960888513827271,0.1904530343663712,2.4655683510592337e-05,0.8340248962655602,0.9150326797385621,0.8968347010550997,"[612, 241]",70.0,71.0,0.2713768482208252,1.0,2.0,-0.12562471596576175,0.16373529442901735,0.44293720566575745,-0.4465399960446975,0.19529056411317403
xray-airspace,SP,0.7,0.15767634854771784,0.0883771639464982,0.2269755331489376,8.214968720130565e-06,0.8350515463917526,0.91350531107739,0.8921453692848769,"[659, 194]",85.0,69.0,0.3088570684194564,1.0,2.0,0.06396342798107701,0.1289413411316765,0.6198477771964794,-0.18875695675530202,0.31668381271745605
xray-airspace,SP,0.8,0.21764705882352942,0.13325874552382005,0.30203537212323867,4.3045830593344163e-07,0.8017241379310345,0.8941655359565808,0.8909730363423212,"[737, 116]",32.0,36.0,0.38839915394783014,1.0,2.0,-0.2566776493790188,0.23084433309284033,0.2661777297985046,-0.7091242282761536,0.19576892951811597
xray-airspace,SP,0.9,0.253012048192771,0.12724403373276352,0.37878006265277864,8.049208838200758e-05,0.75,0.8757921419518377,0.8722157092614302,"[789, 64]",23.0,23.0,0.43908134102821345,1.0,2.0,0.42084281965471293,0.2790741988196071,0.13155551029519105,-0.12613255904608744,0.9678181983555133
xray-airspace,OVA,0.1,0.05485232067510548,0.019623510929277714,0.09008113042093321,0.002275318797371785,0.874766355140187,0.9213836477987422,0.8839390386869871,"[318, 535]",62.0,247.0,0.1880107000470161,1.0,2.0,-0.18170766456001486,0.13719158637142906,0.1853433127054791,-0.45059823282993194,0.08718290370990223
xray-airspace,OVA,0.2,0.0717703349282297,0.0339688958373975,0.10957177401906186,0.0001982667618030307,0.8864097363083164,0.9194444444444444,0.8909730363423212,"[360, 493]",80.0,266.0,0.2387339770793914,1.0,2.0,0.10043598979292079,0.14801837916723973,0.4974310888877136,-0.1896747024248629,0.39054668201070447
xray-airspace,OVA,0.3,0.08152173913043481,0.04299131018997767,0.12005216807089189,3.370897742155677e-05,0.8985849056603774,0.8834498834498834,0.8909730363423212,"[429, 424]",119.0,275.0,0.2837136164307594,1.0,2.0,-0.056154142055393264,0.11293266978848876,0.6190229306233418,-0.2774981075187859,0.16518982340799934
xray-airspace,OVA,0.4,0.10750507099391482,0.06780763184456148,0.14720251014326807,1.1095629400867663e-07,0.9152046783625731,0.8825831702544031,0.9003516998827668,"[511, 342]",177.0,246.0,0.31689751148223877,1.0,2.0,-0.04157726230579306,0.0763051669491833,0.585835124573334,-0.1911326413605084,0.10797811674892227
xray-airspace,OVA,0.5,0.11499999999999999,0.07197695084612458,0.15802304915387555,1.6148759783448902e-07,0.9241379310344827,0.8774422735346359,0.8921453692848769,"[563, 290]",192.0,211.0,0.339073583483696,1.0,2.0,-0.05672480272865643,0.06356067620072213,0.37215113013904566,-0.18130143891508396,0.0678518334577711
xray-airspace,OVA,0.6,0.15873015873015872,0.11116707339529519,0.20629324406502236,6.114962950906739e-11,0.9218106995884774,0.8737704918032787,0.8968347010550997,"[610, 243]",212.0,190.0,0.3596782088279724,1.0,2.0,-0.16434440554402796,0.07982019884055089,0.03950070038786251,-0.3207891205103335,-0.00789969057772244
xray-airspace,OVA,0.7,0.1728395061728395,0.11746874159767517,0.22821027074800382,9.474773188620005e-10,0.9491525423728814,0.8520710059171598,0.8874560375146542,"[676, 177]",306.0,168.0,0.3855558857321739,1.0,2.0,0.05489248283902359,0.06416707350699999,0.39229552070305895,-0.07087267022803065,0.18065763590607783
xray-airspace,OVA,0.8,0.18055555555555547,0.11729128788320037,0.24381982322791057,2.222596027919873e-08,0.96875,0.8441215323645971,0.8686987104337632,"[757, 96]",180.0,75.0,0.4204299673438072,1.0,2.0,0.010172207550262158,0.06760899460649339,0.8804045280291232,-0.12233898690942765,0.14268340200995197
